ym_track_id,emotion,NO,YES,rate
20195116,comfortable,1,2,0.6666666666666666
70619465,comfortable,1,2,0.6666666666666666
15483617,comfortable,1,2,0.6666666666666666
10687830,comfortable,1,2,0.6666666666666666
65365004,comfortable,1,2,0.6666666666666666
65071354,comfortable,1,2,0.6666666666666666
64519271,comfortable,1,2,0.6666666666666666
376943,comfortable,1,2,0.6666666666666666
27656270,comfortable,1,2,0.6666666666666666
3644979,comfortable,1,2,0.6666666666666666
649284,comfortable,1,2,0.6666666666666666
45996994,comfortable,1,2,0.6666666666666666
47265259,comfortable,1,2,0.6666666666666666
45777419,comfortable,1,2,0.6666666666666666
70506,comfortable,1,2,0.6666666666666666
45292068,comfortable,1,2,0.6666666666666666
5437038,comfortable,1,2,0.6666666666666666
44525213,comfortable,1,2,0.6666666666666666
69109,comfortable,1,2,0.6666666666666666
43228825,comfortable,1,2,0.6666666666666666
21828591,comfortable,1,2,0.6666666666666666
35781987,comfortable,1,2,0.6666666666666666
42034145,comfortable,1,2,0.6666666666666666
42850152,comfortable,1,2,0.6666666666666666
41497145,comfortable,1,2,0.6666666666666666
39279424,comfortable,1,2,0.6666666666666666
37695990,comfortable,1,2,0.6666666666666666
462116,comfortable,1,2,0.6666666666666666
39279422,comfortable,1,2,0.6666666666666666
36083710,comfortable,1,2,0.6666666666666666
40705055,comfortable,1,2,0.6666666666666666
8781,comfortable,1,2,0.6666666666666666
10637488,comfortable,1,1,0.5
26278,comfortable,1,1,0.5
41689446,comfortable,2,1,0.3333333333333333
28388137,comfortable,2,1,0.3333333333333333
4647802,comfortable,2,1,0.3333333333333333
24799902,comfortable,2,1,0.3333333333333333
42150579,comfortable,2,1,0.3333333333333333
25625078,comfortable,2,1,0.3333333333333333
69527535,comfortable,2,1,0.3333333333333333
10467363,comfortable,2,1,0.3333333333333333
67834570,comfortable,2,1,0.3333333333333333
26731558,comfortable,2,1,0.3333333333333333
35975782,comfortable,2,1,0.3333333333333333
62129514,happy,0,3,1.0
257632,happy,0,3,1.0
20840482,happy,0,3,1.0
38884,happy,0,3,1.0
732625,happy,0,3,1.0
21311909,happy,0,3,1.0
4523332,happy,0,3,1.0
21879249,happy,0,3,1.0
2183156,happy,0,3,1.0
37763715,happy,0,3,1.0
23390936,happy,0,3,1.0
20267608,happy,0,3,1.0
16321483,happy,0,3,1.0
36889305,happy,0,3,1.0
670584,happy,0,3,1.0
300553,happy,0,3,1.0
31739845,happy,0,3,1.0
20664008,happy,0,3,1.0
23354435,happy,0,3,1.0
42943890,happy,0,3,1.0
645494,happy,0,3,1.0
104905,happy,0,3,1.0
549255,happy,0,3,1.0
39815720,happy,0,3,1.0
19885903,happy,0,3,1.0
25517000,happy,0,3,1.0
2294893,happy,0,3,1.0
20580517,happy,0,3,1.0
2294894,happy,0,3,1.0
2294896,happy,0,3,1.0
2294899,happy,0,3,1.0
41861503,happy,0,3,1.0
2347643,happy,0,3,1.0
41742151,happy,0,3,1.0
21168,happy,0,3,1.0
38690816,happy,0,3,1.0
16723982,happy,0,2,1.0
25800721,happy,0,3,1.0
3672634,happy,0,3,1.0
33371582,happy,0,3,1.0
24716214,happy,0,3,1.0
16791,happy,0,3,1.0
18706527,happy,0,2,1.0
29221728,happy,0,3,1.0
16209607,happy,0,2,1.0
44137831,happy,0,3,1.0
10277791,happy,0,3,1.0
30165602,happy,0,3,1.0
2609640,happy,0,3,1.0
25517003,happy,0,3,1.0
26151313,happy,0,3,1.0
31620092,happy,0,3,1.0
1710732,happy,0,3,1.0
27373866,happy,0,3,1.0
646309,happy,0,3,1.0
2772886,happy,0,3,1.0
24391285,happy,0,3,1.0
630820,happy,0,3,1.0
59753,happy,0,2,1.0
16549426,happy,0,3,1.0
36829923,happy,0,3,1.0
34177012,happy,0,3,1.0
2781588,happy,0,3,1.0
1600015,happy,0,3,1.0
19009110,happy,0,3,1.0
18627403,happy,0,3,1.0
104400,happy,0,3,1.0
436531,happy,0,3,1.0
25861605,happy,0,3,1.0
24122719,happy,0,3,1.0
1526740,happy,0,3,1.0
20123829,happy,0,3,1.0
25516996,happy,0,3,1.0
14504579,happy,0,3,1.0
15494034,happy,0,3,1.0
17026710,happy,0,3,1.0
14937364,happy,0,3,1.0
15293590,happy,0,3,1.0
5335386,happy,0,3,1.0
1599117,happy,0,3,1.0
14235025,happy,0,3,1.0
12502,happy,0,3,1.0
10652751,happy,0,3,1.0
48980,happy,0,3,1.0
14567028,happy,0,3,1.0
15731504,happy,0,3,1.0
10814889,happy,0,3,1.0
13718,happy,0,3,1.0
2145798,happy,0,3,1.0
1527079,happy,0,3,1.0
52984381,happy,0,3,1.0
25258105,happy,0,3,1.0
1332812,happy,0,3,1.0
17026708,happy,0,3,1.0
7181422,happy,0,3,1.0
17026707,happy,0,3,1.0
7207268,happy,0,3,1.0
78057,happy,0,3,1.0
17026711,happy,0,3,1.0
5471462,happy,0,3,1.0
10382144,happy,0,3,1.0
28123186,happy,0,3,1.0
87757,happy,0,3,1.0
846949,happy,0,2,1.0
60079525,happy,0,3,1.0
60254125,happy,0,3,1.0
801222,happy,0,3,1.0
128936,happy,0,3,1.0
17371302,happy,0,2,1.0
17095999,happy,0,3,1.0
46562102,happy,0,3,1.0
16336514,happy,0,2,1.0
327724,happy,0,3,1.0
54435356,happy,0,3,1.0
16376842,happy,0,2,1.0
8121088,happy,0,3,1.0
41922746,happy,0,3,1.0
17026714,happy,0,3,1.0
17026713,happy,0,3,1.0
16638321,happy,0,3,1.0
6088951,happy,0,3,1.0
2803293,happy,0,3,1.0
27051026,happy,1,2,0.6666666666666666
36804226,happy,1,2,0.6666666666666666
17026706,happy,1,2,0.6666666666666666
2835156,happy,1,2,0.6666666666666666
34595900,happy,1,2,0.6666666666666666
33794887,happy,1,2,0.6666666666666666
17026712,happy,1,2,0.6666666666666666
34728585,happy,1,2,0.6666666666666666
57799893,happy,1,2,0.6666666666666666
33287,happy,1,2,0.6666666666666666
17026709,happy,1,2,0.6666666666666666
96221,happy,1,2,0.6666666666666666
36906329,happy,1,2,0.6666666666666666
38816585,happy,1,2,0.6666666666666666
4380518,happy,1,2,0.6666666666666666
5450560,happy,1,2,0.6666666666666666
5432803,happy,1,2,0.6666666666666666
10035605,happy,1,2,0.6666666666666666
46286633,happy,1,2,0.6666666666666666
5335938,happy,1,2,0.6666666666666666
220497,happy,1,2,0.6666666666666666
5175060,happy,1,2,0.6666666666666666
46155847,happy,1,2,0.6666666666666666
8414,happy,1,2,0.6666666666666666
628866,happy,1,2,0.6666666666666666
473567,happy,1,2,0.6666666666666666
50461,happy,1,2,0.6666666666666666
6135548,happy,1,2,0.6666666666666666
5000230,happy,1,2,0.6666666666666666
3962310,happy,1,2,0.6666666666666666
24134105,happy,1,2,0.6666666666666666
38807013,happy,1,2,0.6666666666666666
22402,happy,1,2,0.6666666666666666
632354,happy,1,2,0.6666666666666666
37294385,happy,1,2,0.6666666666666666
1366572,happy,1,2,0.6666666666666666
6666495,happy,1,2,0.6666666666666666
41010661,happy,1,2,0.6666666666666666
4407424,happy,1,2,0.6666666666666666
7049113,happy,1,2,0.6666666666666666
83315,happy,1,2,0.6666666666666666
4363985,happy,1,2,0.6666666666666666
53306122,happy,1,2,0.6666666666666666
37801943,happy,1,2,0.6666666666666666
198009,happy,1,2,0.6666666666666666
63591534,happy,1,2,0.6666666666666666
3567302,happy,1,2,0.6666666666666666
20742421,happy,1,2,0.6666666666666666
63975737,happy,1,2,0.6666666666666666
2294897,happy,1,2,0.6666666666666666
2294898,happy,1,2,0.6666666666666666
20267971,happy,1,2,0.6666666666666666
24968736,happy,1,2,0.6666666666666666
2749752,happy,1,2,0.6666666666666666
63883256,happy,1,2,0.6666666666666666
23753586,happy,1,2,0.6666666666666666
1198925,happy,1,2,0.6666666666666666
70426439,happy,1,2,0.6666666666666666
22849706,happy,1,2,0.6666666666666666
37865848,happy,1,2,0.6666666666666666
1020189,happy,1,2,0.6666666666666666
670577,happy,1,2,0.6666666666666666
1370121,happy,1,2,0.6666666666666666
1442195,happy,1,2,0.6666666666666666
14377760,happy,1,2,0.6666666666666666
215892,happy,1,2,0.6666666666666666
25949,happy,1,2,0.6666666666666666
2193089,happy,1,2,0.6666666666666666
1537358,happy,1,2,0.6666666666666666
420960,happy,1,2,0.6666666666666666
14734036,happy,1,2,0.6666666666666666
211542,happy,1,2,0.6666666666666666
17237067,happy,1,2,0.6666666666666666
18702855,happy,1,2,0.6666666666666666
328683,happy,1,2,0.6666666666666666
1704731,happy,1,2,0.6666666666666666
14212213,happy,1,2,0.6666666666666666
739543,happy,1,2,0.6666666666666666
17316715,happy,1,2,0.6666666666666666
670578,happy,1,2,0.6666666666666666
23190132,happy,1,2,0.6666666666666666
34643,happy,1,2,0.6666666666666666
2774909,happy,1,2,0.6666666666666666
26075243,happy,1,2,0.6666666666666666
29851854,happy,1,2,0.6666666666666666
29456722,happy,1,2,0.6666666666666666
29221726,happy,1,2,0.6666666666666666
41951,happy,1,2,0.6666666666666666
63809044,happy,1,2,0.6666666666666666
63801123,happy,1,2,0.6666666666666666
590488,happy,1,2,0.6666666666666666
26626709,happy,1,2,0.6666666666666666
96079,happy,1,2,0.6666666666666666
33276,happy,1,2,0.6666666666666666
17079396,happy,1,2,0.6666666666666666
2813024,happy,1,2,0.6666666666666666
2812007,happy,1,2,0.6666666666666666
10186570,happy,1,2,0.6666666666666666
68039232,happy,1,2,0.6666666666666666
2673684,happy,1,2,0.6666666666666666
24759885,happy,1,2,0.6666666666666666
119754,happy,1,2,0.6666666666666666
24934188,happy,1,2,0.6666666666666666
2280250,happy,1,2,0.6666666666666666
24948471,happy,1,2,0.6666666666666666
34176773,happy,1,2,0.6666666666666666
2374769,happy,1,2,0.6666666666666666
571689,happy,1,1,0.5
96212,happy,2,1,0.3333333333333333
22381,happy,2,1,0.3333333333333333
48799497,happy,2,1,0.3333333333333333
6705392,happy,2,1,0.3333333333333333
767385,happy,2,1,0.3333333333333333
31769158,happy,2,1,0.3333333333333333
3719785,happy,2,1,0.3333333333333333
628970,happy,2,1,0.3333333333333333
61835292,happy,2,1,0.3333333333333333
74408336,happy,2,1,0.3333333333333333
688818,happy,2,1,0.3333333333333333
5395682,happy,2,1,0.3333333333333333
25130358,happy,2,1,0.3333333333333333
8769769,happy,2,1,0.3333333333333333
6679085,happy,2,1,0.3333333333333333
3703081,happy,2,1,0.3333333333333333
684682,happy,2,1,0.3333333333333333
9060176,happy,2,1,0.3333333333333333
1280777,happy,2,1,0.3333333333333333
58512232,happy,2,1,0.3333333333333333
62159620,happy,2,1,0.3333333333333333
12691247,happy,2,1,0.3333333333333333
10367,happy,2,1,0.3333333333333333
549198,happy,2,1,0.3333333333333333
22390,happy,2,1,0.3333333333333333
106759,happy,2,1,0.3333333333333333
4523333,happy,2,1,0.3333333333333333
20949776,happy,2,1,0.3333333333333333
41284288,happy,2,1,0.3333333333333333
41280533,happy,2,1,0.3333333333333333
15766,happy,2,1,0.3333333333333333
4789820,happy,2,1,0.3333333333333333
37387240,happy,2,1,0.3333333333333333
4503269,happy,2,1,0.3333333333333333
38209065,happy,2,1,0.3333333333333333
53404,happy,2,1,0.3333333333333333
25705932,happy,2,1,0.3333333333333333
35247007,happy,2,1,0.3333333333333333
34871042,happy,2,1,0.3333333333333333
26751085,happy,2,1,0.3333333333333333
32707966,happy,2,1,0.3333333333333333
29044559,happy,2,1,0.3333333333333333
32321727,happy,2,1,0.3333333333333333
30500259,happy,2,1,0.3333333333333333
25713835,happy,2,1,0.3333333333333333
2403795,happy,2,1,0.3333333333333333
53412,happy,2,1,0.3333333333333333
5265593,happy,2,1,0.3333333333333333
18999469,happy,2,1,0.3333333333333333
19278828,happy,2,1,0.3333333333333333
2294900,happy,2,1,0.3333333333333333
31421843,happy,2,1,0.3333333333333333
43779927,happy,2,1,0.3333333333333333
2192855,happy,2,1,0.3333333333333333
2294891,happy,2,1,0.3333333333333333
2294895,happy,2,1,0.3333333333333333
26107292,happy,2,1,0.3333333333333333
2224370,happy,2,1,0.3333333333333333
330470,happy,3,0,0.0
2065197,happy,3,0,0.0
88268,happy,3,0,0.0
54920,happy,3,0,0.0
27437,happy,3,0,0.0
490980,happy,3,0,0.0
3734912,happy,3,0,0.0
2189696,happy,3,0,0.0
576967,happy,3,0,0.0
16750826,happy,2,0,0.0
1956424,happy,3,0,0.0
331933,happy,3,0,0.0
590324,happy,3,0,0.0
6831472,happy,3,0,0.0
757788,inspirational,0,3,1.0
32307724,inspirational,0,3,1.0
34176773,inspirational,0,3,1.0
25189200,inspirational,0,3,1.0
53155061,inspirational,0,3,1.0
19641303,inspirational,0,3,1.0
827168,inspirational,0,3,1.0
25359032,inspirational,0,3,1.0
28376457,inspirational,0,3,1.0
28392282,inspirational,0,3,1.0
3249851,inspirational,0,3,1.0
29244648,inspirational,0,3,1.0
51564504,inspirational,0,3,1.0
51453201,inspirational,0,3,1.0
3874601,inspirational,0,3,1.0
280972,inspirational,0,3,1.0
50387614,inspirational,0,3,1.0
85754,inspirational,0,3,1.0
23092123,inspirational,0,3,1.0
23325781,inspirational,0,3,1.0
225824,inspirational,0,3,1.0
19102755,inspirational,0,3,1.0
2219321,inspirational,0,3,1.0
1710816,inspirational,0,3,1.0
1310194,inspirational,0,3,1.0
1710818,inspirational,0,3,1.0
37056,inspirational,0,3,1.0
20414851,inspirational,0,3,1.0
23039486,inspirational,0,3,1.0
21681738,inspirational,0,3,1.0
545285,inspirational,0,3,1.0
21711460,inspirational,0,3,1.0
73535,inspirational,0,3,1.0
22283,inspirational,0,3,1.0
23269133,inspirational,0,3,1.0
31997183,inspirational,0,3,1.0
32307729,inspirational,0,3,1.0
24138,inspirational,0,3,1.0
2189871,inspirational,0,3,1.0
2833983,inspirational,0,3,1.0
40669634,inspirational,0,3,1.0
4766277,inspirational,0,3,1.0
37543121,inspirational,0,3,1.0
46844918,inspirational,0,3,1.0
41358940,inspirational,0,3,1.0
34976783,inspirational,0,3,1.0
42303682,inspirational,0,3,1.0
42420593,inspirational,0,3,1.0
46464269,inspirational,0,3,1.0
22436570,inspirational,0,3,1.0
273462,inspirational,0,3,1.0
37849394,inspirational,0,3,1.0
45659349,inspirational,0,3,1.0
42197229,inspirational,0,3,1.0
4432098,inspirational,0,3,1.0
4211687,inspirational,0,3,1.0
125805,inspirational,0,3,1.0
631044,inspirational,0,3,1.0
32435146,inspirational,0,3,1.0
32483575,inspirational,0,3,1.0
32483580,inspirational,0,3,1.0
32570527,inspirational,0,3,1.0
26696134,inspirational,0,3,1.0
34134227,inspirational,0,3,1.0
34556752,inspirational,0,3,1.0
28392133,inspirational,0,3,1.0
332895,inspirational,0,3,1.0
70677,inspirational,0,3,1.0
267284,inspirational,0,3,1.0
35568467,inspirational,0,3,1.0
36443125,inspirational,0,3,1.0
629118,inspirational,0,3,1.0
18674554,inspirational,0,3,1.0
21986610,inspirational,0,3,1.0
3400674,inspirational,0,2,1.0
10186570,inspirational,0,3,1.0
16270670,inspirational,0,3,1.0
847143,inspirational,0,3,1.0
16095527,inspirational,0,3,1.0
25358324,inspirational,0,3,1.0
91484,inspirational,0,3,1.0
13249047,inspirational,0,3,1.0
59106546,inspirational,0,3,1.0
62055458,inspirational,0,3,1.0
5671422,inspirational,0,3,1.0
58943240,inspirational,0,3,1.0
79330021,inspirational,0,3,1.0
60210783,inspirational,0,3,1.0
10273,inspirational,0,3,1.0
4116,inspirational,0,3,1.0
25826,inspirational,0,3,1.0
31999390,inspirational,0,3,1.0
35279482,inspirational,0,3,1.0
9550303,inspirational,0,3,1.0
123736,inspirational,0,3,1.0
60254125,inspirational,1,2,0.6666666666666666
35557932,inspirational,1,2,0.6666666666666666
18111787,inspirational,1,2,0.6666666666666666
35029739,inspirational,1,2,0.6666666666666666
460708,inspirational,1,2,0.6666666666666666
33955210,inspirational,1,2,0.6666666666666666
36626607,inspirational,1,2,0.6666666666666666
1816449,inspirational,1,2,0.6666666666666666
69242256,inspirational,1,2,0.6666666666666666
1107752,inspirational,1,2,0.6666666666666666
70502510,inspirational,1,2,0.6666666666666666
33859374,inspirational,1,2,0.6666666666666666
56511644,inspirational,1,2,0.6666666666666666
13462,inspirational,1,2,0.6666666666666666
25573420,inspirational,1,2,0.6666666666666666
784478,inspirational,1,2,0.6666666666666666
1341615,inspirational,1,2,0.6666666666666666
12691248,inspirational,1,2,0.6666666666666666
145622,inspirational,1,2,0.6666666666666666
58240667,inspirational,1,2,0.6666666666666666
32504898,inspirational,1,2,0.6666666666666666
34209039,inspirational,1,2,0.6666666666666666
33746906,inspirational,1,2,0.6666666666666666
10513709,inspirational,1,2,0.6666666666666666
33303744,inspirational,1,2,0.6666666666666666
19152669,inspirational,1,2,0.6666666666666666
60077635,inspirational,1,2,0.6666666666666666
71263,inspirational,1,2,0.6666666666666666
37657852,inspirational,1,2,0.6666666666666666
38569460,inspirational,1,2,0.6666666666666666
3586416,inspirational,1,2,0.6666666666666666
55145209,inspirational,1,2,0.6666666666666666
4425095,inspirational,1,2,0.6666666666666666
4425089,inspirational,1,2,0.6666666666666666
845906,inspirational,1,2,0.6666666666666666
35170143,inspirational,1,2,0.6666666666666666
35806401,inspirational,1,2,0.6666666666666666
65550202,inspirational,1,2,0.6666666666666666
66312,inspirational,1,2,0.6666666666666666
42881026,inspirational,1,2,0.6666666666666666
48905576,inspirational,1,2,0.6666666666666666
