track_id,keywords,weights
51512963,body body;body;body body body;body befor ealmost;feel;ifor,0.9999999403953552;0.9999998807907104;0.9999999403953552;0.989371120929718;0.08584588021039963;0.06848409026861191
2844197,boy right;fam;whenboy ito ingfor;foris,1.0;0.862361490726471;0.8643255829811096;0.116707444190979
45139119,money onelookfor;money,1.0;1.0
37390713,ing telllove;second love;phone;back;cess,1.0;0.9786719679832458;0.9394834041595459;0.6418306231498718;0.4312944710254669
1052380,friend,1.0
41249166,number;city,1.0;0.5531246066093445
35719552,love;dto uch;mother;time;dont,1.0;0.9206910133361816;0.9033875465393066;0.7545620203018188;0.8141356706619263
68951,happ;ing;way;meit,1.0;0.6100016832351685;0.40700337290763855;0.44378194212913513
39164351,someone;way;someone day;king,1.0;0.4892864525318146;0.9586266875267029;0.2411486804485321
3889226,boy,1.0
610409,way way;name way;way;time,0.9999999403953552;0.8451717495918274;0.9999999403953552;0.3603671193122864
52140954,body;ish;afr;wish;shame ish;somebody;way,1.0;0.7304644584655762;0.3707523047924042;0.5610882043838501;0.7032986283302307;0.19159601628780365;0.3032703995704651
37081671,pol;try;youngenough wouldsee nothing,1.0;0.9067260026931763;0.8742071986198425
9793,love,1.0
39812122,love;day,1.0;0.8016163110733032
10381,many many manymen;look;money;mer andmercy;many manymen;men;way;time;mercy,1.0;0.9676102995872498;0.6318266987800598;0.33793431520462036;1.0;0.18706177175045013;0.38278383016586304;0.586426854133606;0.2875010073184967
41654667,way care forgrif;children everyone;home look;day;way;mind;bro;care;people;grpain days,1.0;0.9870985746383667;0.6102555394172668;0.48368969559669495;0.824731171131134;0.5150203704833984;0.35778602957725525;0.622704267501831;0.5703245997428894;0.47555845975875854
50257800,people;body,0.9999999403953552;0.31154197454452515
21577637,way;way right way;way way way;time,1.0;0.9281227588653564;1.0;0.257882297039032
36200559,son;friend;heart;car;children;love,1.0;0.9960554242134094;0.6203680038452148;0.5235310792922974;0.744170606136322;0.6989803910255432
39165517,father;show;show father;call,0.9999999403953552;0.2858855426311493;0.8598492741584778;0.12817040085792542
764808,money;feel;love;boy;look,1.0;0.7094221115112305;0.6654714345932007;0.6353931427001953;0.6417754292488098
646303,toi;myso;time,1.0;0.14043064415454865;0.6450271606445312
26679995,try;king,1.0;0.8735851645469666
10637211,body,1.0
35210420,way;body;something wantlovesomething;something,1.0;0.722611665725708;0.7158212065696716;0.7158212065696716
17887636,boy,1.0
17079396,love timelove;love;day,1.0;1.0;0.4416077136993408
401609,way;phone time;dso;love;time;side;back;something,1.0;0.898421585559845;0.6072023510932922;0.5610494017601013;0.8040258884429932;0.6357299089431763;0.4783661663532257;0.5722146034240723
28947716,boy,1.0
36116585,ito,1.0
6174069,whatwant way goingnever;way,0.9999999403953552;0.9999999403953552
2799315,way;mem,1.0;0.5968374609947205
7315060,love;times;rest,1.0;0.857291579246521;0.8201321959495544
35352808,money;time,1.0;0.8016197085380554
609574,right;time;way,1.0;0.4744108319282532;0.6545941829681396
65105480,love;catch;love show;day;happ,1.0;0.5292667746543884;0.9751183390617371;0.3369652330875397;0.2223222255706787
764798,day;day job;day bab;point,1.0;0.8804879188537598;0.6821023225784302;0.23342691361904144
629698,way;bre;friend,1.0;0.5193399786949158;0.46605363488197327
46501916,way way;way;today,1.0;1.0;0.24947111308574677
59070887,something,1.0
3504400,person love;min turn;life clo;day;mother;self;colle grad sto ver;world look;play marverage;people,1.0;0.6916428208351135;0.6333258748054504;0.5907437801361084;0.5400920510292053;0.5794021487236023;0.37669506669044495;0.507317304611206;0.45473694801330566;0.4980525076389313
687198,man;mother;money somethingbe;anything;againevery night;bthe meevery time;work,1.0;0.9695225358009338;0.7824754118919373;0.5780082941055298;0.7392241358757019;0.7263319492340088;0.6774155497550964
219989,ang,1.0
66851880,government,1.0
689823,boy;today;phone;father,1.0;0.7028265595436096;0.6028248071670532;0.6961340308189392
17708278,fam,1.0
689837,bab wonder wonderfulit;quest;mentand ank question;talk;wonder;number;che;cheps;bab;quest wonnow quest,1.0;0.6487923264503479;0.4699613153934479;0.3479956090450287;0.7782468795776367;0.2614065408706665;0.15339615941047668;0.24832826852798462;0.612289309501648;0.6487922668457031
30075186,much say;love;look,1.0;0.9621315598487854;0.5255671143531799
77450895,friend;side,0.9999999403953552;0.84038907289505
56075,king;king bre,1.0;0.7772868275642395
45584900,notion something;people;something;notionit something;name;cre boy;one;notion;iand;mother,1.0;0.48389026522636414;0.9713150262832642;0.9713150262832642;0.3500065803527832;0.4217130243778229;0.2558002173900604;0.5924686193466187;0.19166351854801178;0.3551402986049652
24111206,good start;good feel;way;time,1.0;0.959575355052948;0.4270385503768921;0.4034131169319153
2180621,timeaway time;time timeaway time;time;try,1.0;1.0;1.0;0.17507262527942657
12179,body;somebody;body body;girl,0.9999999403953552;0.7588028907775879;0.9999999403953552;0.4766092002391815
25727188,way;everything;world;goodbye;friend;telleverything way;feel;king;time,1.0;0.947870135307312;0.9004239439964294;0.7419237494468689;0.6129291653633118;1.0;0.6939613223075867;0.48053979873657227;0.5659362077713013
19641303,way;king love;work;child;thing,1.0;0.6294637322425842;0.4151630699634552;0.5033750534057617;0.6853086352348328
687167,play king;meit;love;father,1.0;0.6937013268470764;0.8080503344535828;0.6951024532318115
19987165,mention;king;time,0.9999999403953552;0.5568923950195312;0.5197312831878662
664598,old question;right,1.0;0.7110310792922974
899742,second king;love;king boy;boy name;own jking;king;ime;befor,1.0;0.7148951292037964;0.9461843371391296;0.682303786277771;0.20552204549312592;0.8519536256790161;0.10275401920080185;0.20426400005817413
39850059,bre;care;politic;can,1.0;0.6242468953132629;0.717016339302063;0.718540608882904
7878689,way father;love;way;day;fam,1.0;0.6745911240577698;0.9215781688690186;0.5693128705024719;0.5433112382888794
41242810,money;way;dont;body;idon;time,1.0;0.6389854550361633;0.2902481257915497;0.366748183965683;0.090672567486763;0.5156838893890381
54254234,something;part;friend;feellike part;feel,1.0;0.3783949315547943;0.1429664045572281;0.3783949315547943;0.2768588364124298
474914,imy,1.0
29044560,world;body,0.9999999403953552;0.6106759309768677
333421,time;idon,1.0;0.2027481347322464
33990756,time;day,1.0;0.4832417070865631
43228718,body body;body,1.0;1.0
17746465,need;body;right,1.0;0.976678192615509;0.9509565830230713
76424740,look;body;day,1.0;0.9746652245521545;0.8510216474533081
96086,sos;king;start befor,1.0;0.7518858909606934;0.7566683888435364
8227682,sor,1.0
17887634,money;love,1.0;0.9997513890266418
8841538,face;time,1.0;0.8140954375267029
19264766,timeevery time king;kind time;change,1.0;0.9928575158119202;0.5980831384658813
39171206,bre;bre findso,1.0;1.0
43402553,good moment;woman;moment look;world,1.0;0.6258535385131836;0.7054949402809143;0.3713093400001526
14490440,time;ant;time showso;feel;way;day;call,1.0;0.753855288028717;0.9999998807907104;0.675254762172699;0.7761821150779724;0.7706651091575623;0.7393682599067688
39165515,show;time,1.0;0.8916788101196289
43747048,catch;love;anything,1.0;0.960745632648468;0.8544872403144836
70975354,free toi;need gevery;way;threeree toi;threeree tof;toi;need;day,1.0;0.8006314635276794;0.2968979477882385;0.7292077541351318;0.1576874852180481;0.7292077541351318;0.8006314635276794;0.17765213549137115
22001762,friend;things;back feel str;talk;ship friend;day friend;love;right;bro;everything,1.0;0.6340165734291077;0.565121054649353;0.5636064410209656;0.8962980508804321;0.9242352247238159;0.5426392555236816;0.2529353201389313;0.3532730042934418;0.5587571859359741
32188274,show;str stron;face;ito;talk;play;way;nothing,1.0;0.47568902373313904;0.5191265344619751;0.3592036962509155;0.6262984275817871;0.5728017091751099;0.3717533051967621;0.4486139416694641
135611,body;way;body try;day body;boy;right boy,1.0;0.42032676935195923;0.7971165776252747;0.8496208786964417;0.20543056726455688;0.3540025055408478
28810704,way;nightand list;say;right;boy;night;time,0.9999999403953552;0.25661301612854004;0.1977318376302719;0.464119553565979;0.3766125440597534;0.27337831258773804;0.3257426619529724
41249158,body,1.0
3888106,mom;play;father;body;mother,1.0;0.20576566457748413;0.5791363716125488;0.32896509766578674;0.6385012269020081
21733540,show,0.9999999403953552
800215,time;imy;love;ation,1.0;0.07552379369735718;0.6457328200340271;0.4818904995918274
42736942,body;something;price;people,1.0;0.6895935535430908;0.6282288432121277;0.21413761377334595
2213636,selves;play,0.9999999403953552;0.12688738107681274
71225,love;mem berfor turnmem;something;iber,1.0;0.9757822751998901;0.8264938592910767;0.4024629294872284
51143714,one,1.0
19292231,home;icr time;right;friend thankstr,0.9999999403953552;0.4605697691440582;0.4018932282924652;0.5248226523399353
65557286,way;love;mus,1.0;0.17579704523086548;0.2461547553539276
152488,strangers;love;night;ver turn;glance;bying something;chance;people;rightfor strangers;sidein love,1.0;0.9386997818946838;0.6035282611846924;0.49172866344451904;0.5824161767959595;0.525801420211792;0.3119596540927887;0.2704488933086395;1.0;0.9386997818946838
3933753,money;name;love;people,1.0;0.9510830044746399;0.9122582077980042;0.7387635111808777
32851168,way,1.0
6374367,cess money;cess,0.9999999403953552;0.8302080035209656
44215985,mus;towell,1.0;0.29569211602211
31600,onwhy way;way toon;jofor gto meshfrom;kind;king;way;froms,1.0;0.8574144840240479;0.40477126836776733;0.5017261505126953;0.2778666317462921;0.9999998807907104;0.10679343342781067
25427084,care;imy;bro,0.9999999403953552;-0.01209042128175497;0.5568783283233643
3888113,mom;look;father,0.9999999403953552;0.23939208686351776;0.45563584566116333
1119,king;time;something;thankevery time;home,1.0;0.857083261013031;0.33257928490638733;0.8570832014083862;0.3756292760372162
21392178,body;day day;body nobodynobody aresee;nevernobody nobodysee happ;nobody bodyisee,1.0;0.6188451647758484;1.0;0.2448425143957138;0.39588838815689087
41249165,isto body,1.0
43067303,time name,1.0
6682821,day;right dayon,1.0;0.7400143146514893
40457942,care;money,1.0;0.18259811401367188
662261,love,1.0
71963636,money;body,1.0;0.6498662233352661
444550,love;bro;time;part;way;tolo,1.0;0.4776162803173065;0.4792611598968506;0.417194128036499;0.5905532240867615;0.48247045278549194
61973717,anything;love;look boy,1.0;0.4578143060207367;0.62421053647995
637260,girl;work;something;body;anything anything;nothing;happ;way;work kind;time,1.0;0.4701341390609741;0.6653575301170349;0.46444353461265564;0.7361802458763123;0.6234946250915527;0.13533681631088257;0.42960324883461;0.6193175315856934;0.3549667000770569
33371582,love;love body;show love love;bab love;onm love;love love;back love;day;friend;show love,0.9999999403953552;0.855038583278656;0.9578251838684082;0.7649831175804138;0.9816470146179199;0.9999999403953552;0.8302680253982544;0.21480277180671692;0.275710791349411;0.8336541056632996
21188,day day;day;friend;try;government,1.0;1.0;0.3277601897716522;0.26117467880249023;0.3005949556827545
636181,way;methe way;play;time,1.0;0.9844205379486084;0.39987120032310486;0.4753130376338959
628397,right;time;body mem;ing;body day;talk;story,1.0;0.6603536009788513;0.9158526062965393;0.49868613481521606;0.9456825256347656;0.429505318403244;0.5242106914520264
43131421,mind;rightthis love;day nightwhat;rwe;membringthe reason whyshe;somedaysoon son;side;life;love;self,0.9999999403953552;0.9666290879249573;0.5615341067314148;0.4496641457080841;0.4544558525085449;0.5792209506034851;0.47017234563827515;0.5836105346679688;0.9666290879249573;0.5879051685333252
17887635,show,1.0
5185272,jud,1.0
19364808,everyday look;girl stupid face;day;mor;wal;everyday look bro;bookc face;book;face;girl,1.0;0.4569746255874634;0.22505450248718262;0.12719033658504486;0.09598812460899353;0.8507293462753296;0.4550475478172302;0.13797464966773987;0.4550475478172302;0.2516876459121704
39827944,way giveven;way;fam;love,0.9999999403953552;0.9999999403953552;0.31282609701156616;0.3349725604057312
71079602,mus;mother;study,1.0;0.7542461156845093;0.2142353653907776
17452495,call,1.0
830710,love girl;long love;love;girl;time,1.0;0.7494663596153259;0.8558164834976196;0.6792908906936646;0.23269441723823547
43854570,action;able back;tru boy;bre;ron;care;help;start,1.0;0.7423664927482605;0.9038998484611511;0.7115426063537598;0.6329033374786377;0.6708733439445496;0.6431909799575806;0.47480344772338867
50296865,bre;point;way;startlet start;king;meso,1.0;0.8406863808631897;0.8020294308662415;0.7661822438240051;0.7119327783584595;0.5864874720573425
71152,oneso time,1.0
2688596,ione,1.0
71756479,mother,1.0
32514452,night body;love;place thing way day;body;tot;king;time;night;need;day,1.0;0.8845409154891968;0.7156431674957275;0.8881698250770569;0.1577928513288498;0.31907665729522705;0.4079585373401642;0.5400052070617676;0.32966676354408264;0.5235692858695984
35352823,way young isee;feel,1.0;0.6463613510131836
547688,day,1.0
16497379,way;friend;way str;love,1.0;0.6219849586486816;0.6584269404411316;0.32766467332839966
18847519,day;show,0.9999999403953552;0.5583819150924683
40053694,day day;day,1.0;1.0
40649497,kill girl bit bit bit;list;killership girl bit bit bit;kill girl girl bit;bit;bre;bit bit;self;kill girl girl;bab,1.0;0.32758334279060364;0.9818560481071472;0.838002622127533;0.9028006196022034;0.2174576222896576;0.9028006196022034;0.14158864319324493;0.5476135015487671;0.12904785573482513
689808,iagain love love goagain;love love body;love;king,1.0;0.9926928877830505;1.0;0.44131383299827576
69483263,againsup sup,1.0
41163683,mor;ple;way,1.0;0.8167079091072083;0.0862727090716362
34871042,motion;king motion,1.0;0.9579241871833801
48793546,question;everything;fection list;spe;questionion question;body;love;ations,1.0;0.969305157661438;0.6404121518135071;0.4255521297454834;1.0;0.6001567840576172;0.6477949619293213;-0.0377080924808979
689834,mor;body,1.0;0.7545249462127686
67712046,mor body;wor;body body body webody body;body body body,1.0;0.3140745460987091;0.3540996313095093;0.3540996313095093
17198355,boy;love,1.0;0.4420871436595917
689820,boy;end;work,1.0;0.952785074710846;0.4724924862384796
831156,much love;love,0.9999999403953552;0.9722068905830383
30927042,friend;love;feel;man way,1.0;0.8027705550193787;0.38840195536613464;0.6190115213394165
215801,day phone;kind;bre;bed;moment;day;didn;something;way;play,1.0;0.7216857075691223;0.6170409321784973;0.6017686724662781;0.71305912733078;0.9083658456802368;0.5692359805107117;0.6361271739006042;0.7028220891952515;0.46876174211502075
19195336,thanks;right;igot,0.9999999403953552;0.8446254730224609;0.11043265461921692
25971918,heart;eyes;tension;friend;mor;heart side;way;home;comingway iand,1.0;0.8501102328300476;0.17812348902225494;0.4857842028141022;0.23768261075019836;0.9612957239151001;0.2907886803150177;0.2355729192495346;0.12815792858600616
45697045,nothing nothing nothing;nothing;nothing nothing;nownothing nothing nothing;love;brand;boy,1.0;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.1635511964559555;0.11044856905937195;0.1348094344139099
28060067,time time somaybe;time,1.0;1.0
5107098,man;gram jam;friend;people;girl;money happ;doll ition ition;look,1.0;0.657485842704773;0.8224844932556152;0.9937844276428223;0.8309347629547119;0.5119970440864563;0.6348651051521301;0.39977988600730896
48981598,ongue girls;half;tue;girls;ong girls;money;face;bab;hel llow;time,1.0;0.6213589906692505;0.25538551807403564;1.0;0.70685875415802;0.19924139976501465;0.15936051309108734;0.18442422151565552;0.23480749130249023;0.22891783714294434
3608518,talk children;phone love;son day;friend;time;talk;self;love;son,1.0;0.8752418160438538;0.8291459679603577;0.5563573837280273;0.5481955409049988;0.8698558807373047;0.4459749758243561;0.8195796012878418;0.7726877927780151
2782524,man;way,1.0;0.5548437237739563
792545,meation ation;ation ation ation;ing,1.0;1.0;0.4456348717212677
19606715,people people;people;world,1.0;0.9999999403953552;0.35642799735069275
664589,love;way;time,1.0;0.8809667825698853;0.546687662601471
38366968,love;happ;one;way;start,1.0;0.3066929578781128;0.36084234714508057;0.5114389061927795;0.5005626678466797
74764985,king king;king,1.0;1.0
18088710,hard whennevertime ver;love;hard fromtimeis;home;ver;mem;time,1.0;0.597562849521637;0.8022913336753845;0.17517706751823425;0.6826638579368591;0.37282854318618774;0.1944444179534912
134668,goodbye;day;look,1.0;0.6250715255737305;0.8006453514099121
1078368,way;love;body;say;day,1.0;0.614474892616272;0.5681729912757874;0.5524930357933044;0.6004483103752136
21205,double reble body body;ble;everybody;body;day;love;spe,1.0;0.4894655644893646;0.32715073227882385;0.9184070825576782;0.17020373046398163;0.1860276311635971;0.21581588685512543
40189,love,1.0
557892,good goso,1.0
6815775,money,1.0
646516,friend ankch;friend;sayso right,1.0;1.0;0.8522586226463318
22283,way;goodbye;mor;story,1.0;0.9003903269767761;0.37409302592277527;0.3648414611816406
2816576,world right love;time;way;play;bre;againthe girl;try;brjust play ito world;world;many time,1.0;0.8004232048988342;0.8266817331314087;0.557201087474823;0.2504879832267761;0.4444536566734314;0.5398661494255066;0.8165950179100037;0.7136586904525757;0.71048504114151
75657280,talk;way,1.0;0.8742051124572754
677907,right round round roundaround;right round way right round;right round round round;right round;round round round;phone;right ther;round round;round;side,0.9999999403953552;0.97771817445755;0.9784780144691467;0.9923253059387207;0.8763051629066467;0.24679000675678253;0.5028647780418396;0.8763052821159363;0.8763052821159363;0.20024096965789795
822489,money;feat;body;children;love,1.0;0.5788120627403259;0.4676143229007721;0.5324336886405945;0.5775837898254395
665481,friend;time;day imy,1.0;0.9064639806747437;0.9620232582092285
36480918,nothing;time,1.0;0.38839563727378845
43127,love;day readyfor,1.0;0.7787095308303833
3576278,thing;play;something;time;thing something;something thing;ononly thing;friend;ontry ing;care,1.0;0.35695579648017883;0.6340412497520447;0.40098831057548523;0.9694587588310242;0.9694587588310242;1.0;0.3042207956314087;0.1490536779165268;0.12483394145965576
47975717,self;dont knowdonknow;something;kitchen;phone;love,1.0;0.6788373589515686;0.834701418876648;0.5228965878486633;0.5635908842086792;0.6301475763320923
10637216,body body body;body body body body;body body,1.0;0.9999998807907104;0.9999998807907104
1173017,boy;body,1.0;0.9782862067222595
18862,man;name;mem;father,1.0;0.8647978901863098;0.4517231583595276;0.5308877825737
35162021,care singicare;care;care care care;morning,0.9999999403953552;0.9999999403953552;0.9999999403953552;0.2029181867837906
42184766,something;time;clo;mind;bro,1.0;0.8958814144134521;0.6651358008384705;0.499284952878952;0.39435648918151855
19685839,king magic try;little boy;magic right;band sort ing skills;gre need;magic liveby;magic try;ship;magic;myy reagon,1.0;0.5782526135444641;0.8758829236030579;0.5254706144332886;0.3294334411621094;0.926561176776886;0.962020993232727;0.21645352244377136;0.926561176776886;0.10785191506147385
559303,side;day;imy,1.0;0.958320677280426;0.1102706640958786
339874,ito;way,1.0;0.7288752794265747
699766,love;thisis love;thisisshe love mylove;life myshe;way,1.0;1.0;1.0;0.3754290044307709;0.2839230000972748
80415059,good mor;friend;mor;take;thir;people,0.9999999403953552;0.26740413904190063;0.8327639102935791;0.3123898506164551;0.28507691621780396;0.28639551997184753
35747818,somebody someone;somebody;body;somebody somebody somebodysomebodysomebodysome;somebody goingbody;somebody somebodyany;somebody somebody somebodysomebody;somebodysomebody somebody;wantbody someone;rote,1.0;0.9764495491981506;0.2648259103298187;0.9764495491981506;0.9764495491981506;0.9764495491981506;0.9764495491981506;0.9764495491981506;0.827116072177887;0.09603849053382874
778573,way;call;mus;people,0.9999999403953552;0.3074214458465576;0.5157102346420288;0.29381683468818665
51935589,time;bre,1.0;0.5638262629508972
41249161,love,1.0
2003301,love;pect;feel,1.0;0.05990424007177353;0.4478658437728882
37081676,playwe bre;boy;love;body,1.0;0.795793354511261;0.8852654099464417;0.7598087787628174
2781603,yeah;way,1.0;0.7189765572547913
37342134,time;just time;friend,1.0;0.9420855045318604;0.46382924914360046
64802244,sign;body;love,1.0;0.8617045283317566;0.9360942840576172
44552891,father,1.0
45139122,young mother;good boy;bed;young goodforgot ifor;love younglittle;home;day,1.0;0.5826830267906189;0.17228320240974426;0.9098414778709412;0.259272962808609;0.18896484375;0.17422699928283691
54158289,young king;show;look;number,0.9999999403953552;0.5531429052352905;0.7345826625823975;0.5185195803642273
27243642,sure children children;focus practicewhat;children;friend;children children;people;money;pract;talk city;way,0.9999999403953552;0.21958284080028534;0.975462019443512;0.25775590538978577;0.975462019443512;0.36789679527282715;0.25432005524635315;0.1276094615459442;0.23227278888225555;0.21314260363578796
633572,way;king;look;something,1.0;0.6635052561759949;0.7756106853485107;0.5586814284324646
471935,ito way;time,1.0;0.6137602925300598
3125762,king lookingking young young king;body;young name king;big say;king;name,1.0;0.4206843078136444;0.8915495872497559;0.17097993195056915;0.5630879402160645;0.24765238165855408
27902973,good goshe;meis;body,1.0;0.18425658345222473;0.5303723216056824
45139123,day gotday;say love day;day;body,1.0;0.7330012917518616;1.0;0.19236432015895844
258657,throing time morning;night;day line;moment;mor;time morning;morningtakeking time;time;day;dwe,0.9999999403953552;0.9184063076972961;0.634024441242218;0.5356119275093079;0.26881125569343567;0.9999998807907104;0.7562949061393738;0.7562949061393738;0.7491872310638428;0.0484640970826149
15359291,dam little dam;dream dam;little dam;dam dam;little dre;eams;findwe dreams;show;ams,1.0;0.8826956748962402;0.9650116562843323;0.9501534104347229;0.27075281739234924;0.032786864787340164;0.32024407386779785;0.18019969761371613;0.11936115473508835
14267042,time;way,1.0;0.6809638142585754
789038,name time,1.0
22869717,watch watch;way,1.0;0.40387752652168274
42498230,side side;time people;son;mind;hand;friend;play;night;street carble;words,1.0;0.9614521265029907;0.9123007655143738;0.8687894344329834;0.7336769700050354;0.7384399175643921;0.44614318013191223;0.5147703886032104;0.37172287702560425;0.7782158255577087
3891335,toare res;dams,1.0;0.8348001837730408
10267562,day,1.0
637098,love;mus;list;face;money;body;quest;start,1.0;0.6830505728721619;0.611635148525238;0.5548957586288452;0.6008920073509216;0.6241166591644287;0.582343578338623;0.4894203841686249
25026829,ready bro bro;clo man;make bro;bro;upbr bro;brodoes gir;bre;sogo;clo man golet;everything,1.0;0.6789640188217163;0.7852945327758789;0.9524807929992676;0.9524807333946228;0.31825095415115356;0.35219088196754456;0.13877740502357483;0.6819285750389099;0.16555388271808624
48095745,love,1.0
662264,mus;second look;body;isto,1.0;0.7738049030303955;0.6135797500610352;0.3811177611351013
1173604,make,1.0
44043798,king;toone,1.0;0.33864516019821167
50623425,love;ber;king;wor;home;call,1.0;0.37693971395492554;0.6851712465286255;0.7713961601257324;0.3165193200111389;0.47420209646224976
32800875,money look;bus;look;bre;money;body;home,1.0;0.9685510993003845;0.7952077984809875;0.3824499845504761;0.6329484581947327;0.37928497791290283;0.48894360661506653
843658,money boy;body;sho;money;back son;thought,0.9999999403953552;0.546065628528595;0.35574933886528015;0.8298375606536865;0.5307008624076843;0.23397567868232727
14247635,father,1.0
