ym_track_id,ym_album_id,track_title,artist_name,cover_url,ym_genre,year,emotions_maybe,audio_path,lyrics_path,cover_path,deezer_genres,artist_country,artist_sex,artist_year,emotions
629663,1813963,I'm On Fire,Bruce Springsteen,avatars.yandex.net/get-music-content/119639/a38630e8.a.1813963-2/1000x1000,rock,1984.0,comfortable|passionate|sadness,data/audios/629663.mp3,data/lyrics/629663.txt,data/covers/629663:1000x1000.jpg,Rock,,,,comfortable|sadness
628397,69480,Hurricane,Bob Dylan,avatars.yandex.net/get-music-content/33216/3485acd0.a.69480-1/1000x1000,foreignbard,1994.0,comfortable,data/audios/628397.mp3,data/lyrics/628397.txt,data/covers/628397:1000x1000.jpg,Rock,,,,comfortable
83662,324613,Miss You,The Rolling Stones,avatars.yandex.net/get-music-content/34131/d7c51a0f.a.324613-1/1000x1000,rock,1978.0,comfortable|funny,data/audios/83662.mp3,,data/covers/83662:1000x1000.jpg,Rock,,,,
10184,3096,Linger,The Cranberries,avatars.yandex.net/get-music-content/34131/83bed2bf.a.3096-1/1000x1000,rock,2002.0,comfortable,data/audios/10184.mp3,data/lyrics/10184.txt,data/covers/10184:1000x1000.jpg,Alternative|Indie Rock|Rock,,,,comfortable
17190980,1891713,The End,The Doors,avatars.yandex.net/get-music-content/28589/5537323a.a.1891713-1/1000x1000,allrock,2012.0,comfortable|passionate|relaxed|fear,data/audios/17190980.mp3,data/lyrics/17190980.txt,data/covers/17190980:1000x1000.jpg,Rock,,,,comfortable|relaxed
772999,86193,A Sunday Kind Of Love,Etta James,avatars.yandex.net/get-music-content/2397565/8e8d7772.a.86193-4/1000x1000,blues,1960.0,comfortable,data/audios/772999.mp3,,data/covers/772999:1000x1000.jpg,Pop,,,,
634175,67815,The Boxer,Simon & Garfunkel,avatars.yandex.net/get-music-content/32236/4e4e4deb.a.67815-1/1000x1000,indie,2010.0,comfortable,data/audios/634175.mp3,data/lyrics/634175.txt,data/covers/634175:1000x1000.jpg,Folk,,,,comfortable|soulful
8412,5673518,Femme Fatale,The Velvet Underground,avatars.yandex.net/get-music-content/113160/2a26bbe0.a.5673518-1/1000x1000,rock,1967.0,comfortable,data/audios/8412.mp3,data/lyrics/8412.txt,data/covers/8412:1000x1000.jpg,Rock,,,,comfortable
659901,180143,Grandma's Hands,Bill Withers,avatars.yandex.net/get-music-content/34131/b0b4d096.a.180143-1/1000x1000,rnb,1994.0,comfortable,data/audios/659901.mp3,data/lyrics/659901.txt,data/covers/659901:1000x1000.jpg,R&B,,,,comfortable|soulful
70506,6146115,Master Blaster (Jammin'),Stevie Wonder,avatars.yandex.net/get-music-content/118603/91aa4a21.a.6146115-1/1000x1000,pop,2007.0,comfortable|joy,data/audios/70506.mp3,,data/covers/70506:1000x1000.jpg,R&B,,,,
692297,498751,All Along the Watchtower,The Jimi Hendrix Experience,avatars.yandex.net/get-music-content/63210/a7a152ba.a.498751-1/1000x1000,soundtrack,1993.0,comfortable,data/audios/692297.mp3,data/lyrics/692297.txt,data/covers/692297:1000x1000.jpg,Pop,,,,comfortable|passionate
1571,137,Bitterblue,Cat Stevens,avatars.yandex.net/get-music-content/49876/ab011582.a.137-1/1000x1000,rock,2008.0,comfortable,data/audios/1571.mp3,data/lyrics/1571.txt,data/covers/1571:1000x1000.jpg,Rock,,,,comfortable|inspirational
645550,69432,Baby Driver,Simon & Garfunkel,avatars.yandex.net/get-music-content/41288/d106741f.a.69432-1/1000x1000,pop,2002.0,comfortable,data/audios/645550.mp3,,data/covers/645550:1000x1000.jpg,Alternative,,,,comfortable
83795,62207,Sweet Black Angel,The Rolling Stones,avatars.yandex.net/get-music-content/49876/68c5bd17.a.62207-1/1000x1000,rock,1972.0,comfortable,data/audios/83795.mp3,data/lyrics/83795.txt,data/covers/83795:1000x1000.jpg,Rock,,,,comfortable
70503,5639257,Higher Ground,Stevie Wonder,avatars.yandex.net/get-music-content/175191/17c91894.a.5639257-1/1000x1000,pop,1999.0,comfortable,data/audios/70503.mp3,data/lyrics/70503.txt,data/covers/70503:1000x1000.jpg,Pop,,,,comfortable
25200,89488,Strange Brew,Cream,avatars.yandex.net/get-music-content/33216/a8a6844d.a.89488-1/1000x1000,blues,1987.0,comfortable,data/audios/25200.mp3,data/lyrics/25200.txt,data/covers/25200:1000x1000.jpg,Pop,,,,comfortable
1552,137,Peace Train,Cat Stevens,avatars.yandex.net/get-music-content/49876/ab011582.a.137-1/1000x1000,rock,2008.0,comfortable,data/audios/1552.mp3,data/lyrics/1552.txt,data/covers/1552:1000x1000.jpg,Pop,,,,comfortable
21711431,2490605,Any Major Dude Will Tell You,Steely Dan,avatars.yandex.net/get-music-content/192707/ca767359.a.2490605-2/1000x1000,rock,2009.0,comfortable,data/audios/21711431.mp3,data/lyrics/21711431.txt,data/covers/21711431:1000x1000.jpg,Pop,,,,comfortable
21827004,5712530,Sandpaper Cadillac,Joe Cocker,avatars.yandex.net/get-music-content/175191/43c1343f.a.5712530-1/1000x1000,rock,1969.0,comfortable,data/audios/21827004.mp3,data/lyrics/21827004.txt,data/covers/21827004:1000x1000.jpg,Rock,,,,comfortable
10637489,1154880,Songbird,Fleetwood Mac,avatars.yandex.net/get-music-content/32236/3fa43369.a.1154880-1/1000x1000,rock,1977.0,comfortable,data/audios/10637489.mp3,data/lyrics/10637489.txt,data/covers/10637489:1000x1000.jpg,Rock,,,,comfortable|quiet
1528999,154448,Time To Move On,Tom Petty,avatars.yandex.net/get-music-content/49707/88974704.a.154448-1/1000x1000,pop,1994.0,comfortable,data/audios/1528999.mp3,,data/covers/1528999:1000x1000.jpg,Pop,,,,comfortable
78063,169054,Refugee,Tom Petty And The Heartbreakers,avatars.yandex.net/get-music-content/49876/cc339ee3.a.169054-1/1000x1000,rock,1979.0,comfortable,data/audios/78063.mp3,data/lyrics/78063.txt,data/covers/78063:1000x1000.jpg,Rock,,,,comfortable|happy
21017693,5911861,Today I Sing the Blues,Aretha Franklin,avatars.yandex.net/get-music-content/176019/fd5f1433.a.5911861-1/1000x1000,soul,,comfortable,data/audios/21017693.mp3,,data/covers/21017693:1000x1000.jpg,R&B|Soul & Funk,,,,comfortable
8775,7091196,Ain't Wastin' Time No More,The Allman Brothers Band,avatars.yandex.net/get-music-content/117546/46a0bf08.a.7091196-1/1000x1000,rock,1972.0,comfortable,data/audios/8775.mp3,,data/covers/8775:1000x1000.jpg,Rock,,,,comfortable
21828591,5712536,That's Your Business,Joe Cocker,avatars.yandex.net/get-music-content/118603/d4b9dca4.a.5712536-1/1000x1000,rock,1969.0,comfortable|funny,data/audios/21828591.mp3,data/lyrics/21828591.txt,data/covers/21828591:1000x1000.jpg,Rock,,,,
21828599,2507532,Through With Buzz,Steely Dan,avatars.yandex.net/get-music-content/41288/4c5226e7.a.2507532-1/1000x1000,pop,1974.0,comfortable,data/audios/21828599.mp3,,data/covers/21828599:1000x1000.jpg,Pop,,,,comfortable
646362,5474691,Trust Me,Janis Joplin,avatars.yandex.net/get-music-content/95061/0658c43a.a.5474691-2/1000x1000,rock,1999.0,comfortable,data/audios/646362.mp3,data/lyrics/646362.txt,data/covers/646362:1000x1000.jpg,Pop,,,,comfortable
54555,9413783,Born Under A Bad Sign,Cream,avatars.yandex.net/get-music-content/2390047/7474d2d2.a.9413783-1/1000x1000,rock,1967.0,comfortable,data/audios/54555.mp3,data/lyrics/54555.txt,data/covers/54555:1000x1000.jpg,Rock,,,,
171413,17227,"Another Park, Another Sunday",The Doobie Brothers,avatars.yandex.net/get-music-content/41288/fb4e9a1b.a.17227-1/1000x1000,rock,1974.0,comfortable,data/audios/171413.mp3,,data/covers/171413:1000x1000.jpg,Rock,,,,comfortable
8781,9992915,Melissa,The Allman Brothers Band,avatars.yandex.net/get-music-content/1781407/746dce70.a.9992915-1/1000x1000,rock,2019.0,comfortable,data/audios/8781.mp3,data/lyrics/8781.txt,data/covers/8781:1000x1000.jpg,Rock,,,,
21217686,2483564,Somebody Was Watching,Pops Staples,avatars.yandex.net/get-music-content/33216/ea69eaa6.a.2483564-2/1000x1000,soul,2015.0,comfortable,data/audios/21217686.mp3,data/lyrics/21217686.txt,data/covers/21217686:1000x1000.jpg,Alternative,,,,
1249599,158681,Forever,Roy Harper,avatars.yandex.net/get-music-content/42108/2744701e.a.158681-1/1000x1000,folkrock,2009.0,comfortable,data/audios/1249599.mp3,data/lyrics/1249599.txt,data/covers/1249599:1000x1000.jpg,Pop|Indie Pop/Folk|Folk,,,,comfortable|soulful
645324,5474691,A Woman Left Lonely,Janis Joplin,avatars.yandex.net/get-music-content/95061/0658c43a.a.5474691-2/1000x1000,rock,1999.0,comfortable,data/audios/645324.mp3,,data/covers/645324:1000x1000.jpg,Pop,,,,comfortable
523715,2665003,It Must Have Been Love (Christmas For The Broken-Hearted),Roxette,avatars.yandex.net/get-music-content/49876/92f83ecc.a.2665003-2/1000x1000,pop,2015.0,comfortable,data/audios/523715.mp3,data/lyrics/523715.txt,data/covers/523715:1000x1000.jpg,Pop,,,,comfortable
24413245,9632633,A Thousand Years,Christina Perri,avatars.yandex.net/get-music-content/2383988/480fb76e.a.9632633-1/1000x1000,pop,2019.0,comfortable,data/audios/24413245.mp3,,data/covers/24413245:1000x1000.jpg,Films/Games|Film Scores,,,,comfortable
2154111,212526,Blood Bank,Bon Iver,avatars.yandex.net/get-music-content/38044/5ad47e19.a.212526-1/1000x1000,indie,2009.0,comfortable|inspirational,data/audios/2154111.mp3,data/lyrics/2154111.txt,data/covers/2154111:1000x1000.jpg,Alternative|Folk,,,,
351724,35406,Flowers In December,Mazzy Star,avatars.yandex.net/get-music-content/41288/545a1c19.a.35406-1/1000x1000,alternative,1996.0,comfortable,data/audios/351724.mp3,,data/covers/351724:1000x1000.jpg,Rock,,,,comfortable
376943,38502,Sparks,Coldplay,avatars.yandex.net/get-music-content/33216/0beba6b8.a.38502-1/1000x1000,rock,2000.0,comfortable|lonely|nostalgic,data/audios/376943.mp3,data/lyrics/376943.txt,data/covers/376943:1000x1000.jpg,Rock,,,,lonely|nostalgic
268759,207838,Somethin' Stupid,Nancy Sinatra,avatars.yandex.net/get-music-content/28589/a00ed26c.a.207838-1/1000x1000,pop,1998.0,comfortable,data/audios/268759.mp3,data/lyrics/268759.txt,data/covers/268759:1000x1000.jpg,Jazz,,,,comfortable
45431133,6111705,How Deep Is Your Love,Take That,avatars.yandex.net/get-music-content/118603/6cdf632f.a.6111705-1/1000x1000,pop,2018.0,comfortable,data/audios/45431133.mp3,data/lyrics/45431133.txt,data/covers/45431133:1000x1000.jpg,Pop,,,,comfortable|romantic
5461592,2520046,Cradled in Love,Poets Of The Fall,avatars.yandex.net/get-music-content/42108/85565b21.a.2520046-2/1000x1000,rock,2012.0,comfortable,data/audios/5461592.mp3,,data/covers/5461592:1000x1000.jpg,Pop,,,,comfortable
56658570,8476054,Lover,Taylor Swift,avatars.yandex.net/get-music-content/99892/c2314317.a.8476054-1/1000x1000,pop,2019.0,comfortable|sadness|soulful,data/audios/56658570.mp3,data/lyrics/56658570.txt,data/covers/56658570:1000x1000.jpg,Pop,,,,comfortable|sadness
18088709,2004485,Thinking out Loud,Ed Sheeran,avatars.yandex.net/get-music-content/63210/99236e94.a.2004485-1/1000x1000,pop,2014.0,comfortable|romantic,data/audios/18088709.mp3,data/lyrics/18088709.txt,data/covers/18088709:1000x1000.jpg,Pop,,,,comfortable|romantic
32957,9810,Mushaboom,Feist,avatars.yandex.net/get-music-content/34131/97c7623e.a.9810-1/1000x1000,pop,2009.0,comfortable,data/audios/32957.mp3,,data/covers/32957:1000x1000.jpg,Pop,,,,comfortable
45996994,6681322,The Night We Met,Lord Huron,avatars.yandex.net/get-music-content/163479/8b8d829e.a.6681322-1/1000x1000,alternative,2018.0,comfortable,data/audios/45996994.mp3,data/lyrics/45996994.txt,data/covers/45996994:1000x1000.jpg,Alternative,,,,
72971186,12616948,Christmas Valentine,Jason Mraz,avatars.yandex.net/get-music-content/2442093/da4ffce0.a.12616948-1/1000x1000,,2020.0,comfortable,data/audios/72971186.mp3,,data/covers/72971186:1000x1000.jpg,Pop,,,,comfortable
43576363,5803482,Just The Two of Us,José James,avatars.yandex.net/get-music-content/149669/070fbb8a.a.5803482-1/1000x1000,jazz,2018.0,comfortable|joy,data/audios/43576363.mp3,,data/covers/43576363:1000x1000.jpg,Jazz,,,,comfortable|joy
26503211,3154725,Wit It This Christmas,Ariana Grande,avatars.yandex.net/get-music-content/32236/48ad113c.a.3154725-1/1000x1000,pop,2015.0,comfortable,data/audios/26503211.mp3,data/lyrics/26503211.txt,data/covers/26503211:1000x1000.jpg,,,,,comfortable|passionate
462116,48113,Lonely Without You (This Christmas),Mick Jagger,avatars.yandex.net/get-music-content/34131/8bd782e0.a.48113-1/1000x1000,rock,2004.0,comfortable,data/audios/462116.mp3,data/lyrics/462116.txt,data/covers/462116:1000x1000.jpg,Films/Games|Film Scores,,,,
2844190,306393,Northern Lights,Cider Sky,avatars.yandex.net/get-music-content/149669/cc053145.a.306393-3/1000x1000,films,2011.0,comfortable,data/audios/2844190.mp3,data/lyrics/2844190.txt,data/covers/2844190:1000x1000.jpg,Films/Games|Film Scores,,,,comfortable
32150274,3913494,When I Fall in Love,Susan Boyle,avatars.yandex.net/get-music-content/117546/c85aa19b.a.3913494-1/1000x1000,pop,2016.0,comfortable,data/audios/32150274.mp3,,data/covers/32150274:1000x1000.jpg,Classical|Pop,,,,comfortable|romantic
674956,7371688,All My Bells Are Ringing,Lenka,avatars.yandex.net/get-music-content/113160/ab8708c2.a.7371688-1/1000x1000,pop,2011.0,comfortable,data/audios/674956.mp3,data/lyrics/674956.txt,data/covers/674956:1000x1000.jpg,Pop,,,,comfortable|happy
12614239,1370769,Winter Moon,Mindy Gledhill,avatars.yandex.net/get-music-content/28589/a6858b3c.a.1370769-1/1000x1000,pop,2011.0,comfortable,data/audios/12614239.mp3,,data/covers/12614239:1000x1000.jpg,,,,,comfortable
2806756,626134,Cold December Night,Michael Bublé,avatars.yandex.net/get-music-content/63210/96272f0b.a.626134-4/1000x1000,jazz,2011.0,comfortable,data/audios/2806756.mp3,data/lyrics/2806756.txt,data/covers/2806756:1000x1000.jpg,,,,,comfortable
24235112,2819419,Celebrate The Wonders,Jay-Jay Johanson,avatars.yandex.net/get-music-content/41288/7bab05a9.a.2819419-1/1000x1000,indie,2015.0,comfortable,data/audios/24235112.mp3,,data/covers/24235112:1000x1000.jpg,Electro|Chill Out/Trip-Hop/Lounge,,,,comfortable
16308067,1782153,One More Sleep,Leona Lewis,avatars.yandex.net/get-music-content/49876/2ecf38b4.a.1782153-1/1000x1000,pop,2013.0,comfortable,data/audios/16308067.mp3,data/lyrics/16308067.txt,data/covers/16308067:1000x1000.jpg,Pop,,,,
237090,24080,It Really is (a Wonderful Life),Mindy Smith,avatars.yandex.net/get-music-content/34131/9d62a53e.a.24080-1/1000x1000,pop,2007.0,comfortable,data/audios/237090.mp3,data/lyrics/237090.txt,data/covers/237090:1000x1000.jpg,,,,,comfortable|romantic
691160,551183,Winterlude,Bob Dylan,avatars.yandex.net/get-music-content/28589/6d7fa95b.a.551183-3/1000x1000,foreignbard,1970.0,comfortable,data/audios/691160.mp3,data/lyrics/691160.txt,data/covers/691160:1000x1000.jpg,Rock,,,,comfortable|quiet
16776,4534947,I Want To Come Home For Christmas,Marvin Gaye,avatars.yandex.net/get-music-content/192707/2e403ca4.a.4534947-1/1000x1000,,2016.0,comfortable,data/audios/16776.mp3,data/lyrics/16776.txt,data/covers/16776:1000x1000.jpg,,,,,comfortable
2806750,626134,I'll Be Home for Christmas,Michael Bublé,avatars.yandex.net/get-music-content/63210/96272f0b.a.626134-4/1000x1000,jazz,2011.0,comfortable,data/audios/2806750.mp3,data/lyrics/2806750.txt,data/covers/2806750:1000x1000.jpg,,,,,comfortable|soulful
74303961,12983378,Have Yourself A Merry Little Christmas,Birdy,avatars.yandex.net/get-music-content/1781407/afbcc851.a.12983378-1/1000x1000,foreignbard,2020.0,comfortable,data/audios/74303961.mp3,data/lyrics/74303961.txt,data/covers/74303961:1000x1000.jpg,Singer & Songwriter,,,,comfortable|soulful
73641962,12805768,The Lighthouse Keeper,Sam Smith,avatars.yandex.net/get-music-content/2808981/3ccc0464.a.12805768-1/1000x1000,pop,2020.0,comfortable,data/audios/73641962.mp3,data/lyrics/73641962.txt,data/covers/73641962:1000x1000.jpg,Pop,,,,comfortable
12354045,1342598,Resolution,Matt Corby,avatars.yandex.net/get-music-content/63210/e63336ba.a.1342598-1/1000x1000,indie,2013.0,comfortable,data/audios/12354045.mp3,,data/covers/12354045:1000x1000.jpg,Singer & Songwriter,,,,comfortable
120436,13281077,Sleigh Ride,Carpenters,avatars.yandex.net/get-music-content/3316841/3b686703.a.13281077-1/1000x1000,,2020.0,comfortable,data/audios/120436.mp3,data/lyrics/120436.txt,data/covers/120436:1000x1000.jpg,,,,,comfortable|quiet
148602,14409,Can't Help Falling in Love,Michael Bublé,avatars.yandex.net/get-music-content/28589/f170d0d1.a.14409-1/1000x1000,jazz,2004.0,comfortable,data/audios/148602.mp3,data/lyrics/148602.txt,data/covers/148602:1000x1000.jpg,Pop,,,,comfortable|lonely
148669,82460,The Christmas Song,The Raveonettes,avatars.yandex.net/get-music-content/63210/4cf7f295.a.82460-1/1000x1000,indie,2008.0,comfortable,data/audios/148669.mp3,,data/covers/148669:1000x1000.jpg,Alternative|Rock,,,,
12517846,1360513,Fireside,Brett Bixby,avatars.yandex.net/get-music-content/28589/926227f3.a.1360513-1/1000x1000,rock,2006.0,comfortable,data/audios/12517846.mp3,data/lyrics/12517846.txt,data/covers/12517846:1000x1000.jpg,Pop,,,,comfortable|soulful
75365998,13233316,Afterglow,Ed Sheeran,avatars.yandex.net/get-music-content/2789402/2e0c1398.a.13233316-1/1000x1000,pop,2020.0,comfortable,data/audios/75365998.mp3,data/lyrics/75365998.txt,data/covers/75365998:1000x1000.jpg,Pop,,,,comfortable
17307465,1907776,It Snowed,Meaghan Smith,avatars.yandex.net/get-music-content/42108/4be6ea46.a.1907776-1/1000x1000,pop,2011.0,comfortable,data/audios/17307465.mp3,data/lyrics/17307465.txt,data/covers/17307465:1000x1000.jpg,Pop,,,,comfortable|funny
22305429,10632682,Snowfall,Ingrid Michaelson,avatars.yandex.net/get-music-content/3334966/4acb6062.a.10632682-1/1000x1000,foreignbard,2017.0,comfortable,data/audios/22305429.mp3,data/lyrics/22305429.txt,data/covers/22305429:1000x1000.jpg,,,,,comfortable|soulful
74529181,13033948,Kissin' In The Cold,JP Saxe,avatars.yandex.net/get-music-content/2411511/7fb9efb1.a.13033948-1/1000x1000,pop,2020.0,comfortable,data/audios/74529181.mp3,,data/covers/74529181:1000x1000.jpg,,,,,comfortable|quiet
46477,3810,The Idea of Growing Old,The Features,avatars.yandex.net/get-music-content/3226792/870186e8.a.3810-3/1000x1000,alternative,2004.0,comfortable,data/audios/46477.mp3,data/lyrics/46477.txt,data/covers/46477:1000x1000.jpg,Alternative,,,,comfortable
781636,5668033,Merry Christmas Darling,Carpenters,avatars.yandex.net/get-music-content/99892/3f0e17b0.a.5668033-1/1000x1000,pop,2002.0,comfortable,data/audios/781636.mp3,data/lyrics/781636.txt,data/covers/781636:1000x1000.jpg,Pop,,,,comfortable|soulful
36324685,4569887,Santa Baby,Eartha Kitt,avatars.yandex.net/get-music-content/108289/6d8ceaad.a.4569887-1/1000x1000,jazz,,comfortable,data/audios/36324685.mp3,,data/covers/36324685:1000x1000.jpg,,,,,comfortable
30593297,3702132,I've Got My Love to Keep Me Warm,Dean Martin,avatars.yandex.net/get-music-content/32236/92d6a377.a.3702132-1/1000x1000,,2014.0,comfortable,data/audios/30593297.mp3,,data/covers/30593297:1000x1000.jpg,,,,,comfortable|soulful
73640329,12821674,Glittery,Kacey Musgraves,avatars.yandex.net/get-music-content/2397565/59079684.a.12821674-1/1000x1000,,2020.0,comfortable,data/audios/73640329.mp3,,data/covers/73640329:1000x1000.jpg,,,,,comfortable
36323237,4569659,Blue Christmas,Elvis Presley,avatars.yandex.net/get-music-content/113160/a6cec871.a.4569659-1/1000x1000,jazz,,comfortable,data/audios/36323237.mp3,,data/covers/36323237:1000x1000.jpg,,,,,comfortable
74337505,13886961,Forest,Fancy Hagood,avatars.yandex.net/get-music-content/4382806/a1b53308.a.13886961-1/1000x1000,pop,2021.0,comfortable,data/audios/74337505.mp3,,data/covers/74337505:1000x1000.jpg,Pop,,,,comfortable|soulful
73753389,12835163,Another Year,FINNEAS,avatars.yandex.net/get-music-content/2355477/4671df8f.a.12835163-1/1000x1000,pop,2020.0,comfortable,data/audios/73753389.mp3,data/lyrics/73753389.txt,data/covers/73753389:1000x1000.jpg,Pop|Singer & Songwriter,,,,comfortable|quiet
31021948,3756323,Tracks In the Snow,The Civil Wars,avatars.yandex.net/get-music-content/32236/f9c1a919.a.3756323-1/1000x1000,pop,2016.0,comfortable,data/audios/31021948.mp3,,data/covers/31021948:1000x1000.jpg,Pop,,,,comfortable|soulful
6497938,703166,Snow,Sleeping At Last,avatars.yandex.net/get-music-content/32236/25655f6a.a.703166-1/1000x1000,alternative,2011.0,comfortable,data/audios/6497938.mp3,data/lyrics/6497938.txt,data/covers/6497938:1000x1000.jpg,Alternative|Rock,,,,comfortable|quiet
5657210,218113,Pillow From Home,Brazzaville,avatars.yandex.net/get-music-content/28589/c00e00cc.a.218113-1/1000x1000,rock,2011.0,comfortable,data/audios/5657210.mp3,data/lyrics/5657210.txt,data/covers/5657210:1000x1000.jpg,Rock,,,,comfortable
14629883,1599017,The Mute,Radical Face,avatars.yandex.net/get-music-content/49876/d8d46081.a.1599017-1/1000x1000,indie,2013.0,comfortable,data/audios/14629883.mp3,data/lyrics/14629883.txt,data/covers/14629883:1000x1000.jpg,Singer & Songwriter,,,,comfortable
328875,51735,Boat Behind,Kings Of Convenience,avatars.yandex.net/get-music-content/33216/4bdf0426.a.51735-1/1000x1000,indie,2009.0,comfortable|quiet,data/audios/328875.mp3,data/lyrics/328875.txt,data/covers/328875:1000x1000.jpg,Rock,,,,comfortable|quiet
515897,719167,Home,Edward Sharpe and the Magnetic Zeros,avatars.yandex.net/get-music-content/49876/a3d1f019.a.719167-1/1000x1000,indie,2009.0,comfortable|romantic,data/audios/515897.mp3,data/lyrics/515897.txt,data/covers/515897:1000x1000.jpg,Alternative,,,,romantic|surprise
3974249,447185,Gotta Have You,The Weepies,avatars.yandex.net/get-music-content/63210/9af1eba0.a.447185-1/1000x1000,folk,2005.0,comfortable|quiet,data/audios/3974249.mp3,data/lyrics/3974249.txt,data/covers/3974249:1000x1000.jpg,Folk,,,,comfortable|quiet
35419597,4610878,Call It Dreaming,Iron & Wine,avatars.yandex.net/get-music-content/193823/98e25e8f.a.4610878-1/1000x1000,indie,2017.0,comfortable,data/audios/35419597.mp3,data/lyrics/35419597.txt,data/covers/35419597:1000x1000.jpg,Alternative,,,,comfortable|quiet
36898741,4704923,Dear World,Echosmith,avatars.yandex.net/get-music-content/143117/c71f8e8e.a.4704923-1/1000x1000,indie,2017.0,comfortable,data/audios/36898741.mp3,,data/covers/36898741:1000x1000.jpg,Pop,,,,comfortable|lonely
23811888,2757110,You Doubt,"Parks, Squares and Alleys",avatars.yandex.net/get-music-content/49876/12a5d123.a.2757110-1/1000x1000,local-indie,2015.0,comfortable,data/audios/23811888.mp3,data/lyrics/23811888.txt,data/covers/23811888:1000x1000.jpg,Rock,,,,comfortable|happy
24111111,2801167,One Way Ticket to My Bed,Hut,avatars.yandex.net/get-music-content/41288/f6e9f4a1.a.2801167-1/1000x1000,local-indie,2015.0,comfortable,data/audios/24111111.mp3,data/lyrics/24111111.txt,data/covers/24111111:1000x1000.jpg,Rock,,,,
23269109,2750583,Homeless,Ed Sheeran,avatars.yandex.net/get-music-content/32236/1718db6e.a.2750583-2/1000x1000,pop,2014.0,comfortable,data/audios/23269109.mp3,,data/covers/23269109:1000x1000.jpg,Pop,,,,comfortable|sweet
672626,73255,Float On,Modest Mouse,avatars.yandex.net/get-music-content/32236/98bcb7c7.a.73255-1/1000x1000,indie,2004.0,comfortable,data/audios/672626.mp3,data/lyrics/672626.txt,data/covers/672626:1000x1000.jpg,Alternative,,,,comfortable|sweet
36848605,4648962,Stay,Triangle Sun,avatars.yandex.net/get-music-content/114728/304572b3.a.4648962-1/1000x1000,local-indie,2008.0,comfortable,data/audios/36848605.mp3,data/lyrics/36848605.txt,data/covers/36848605:1000x1000.jpg,Pop,,,,comfortable|passionate
36356895,4626163,Pain,The War On Drugs,avatars.yandex.net/get-music-content/142001/df77f581.a.4626163-1/1000x1000,indie,2017.0,comfortable,data/audios/36356895.mp3,data/lyrics/36356895.txt,data/covers/36356895:1000x1000.jpg,Alternative,,,,comfortable|serious
