emotion,url
lonely,https://music.yandex.ru/users/nastasypavlova/playlists/1000
funny,https://music.yandex.ru/users/nb110/playlists/1000
funny,https://music.yandex.ru/users/jemmiti/playlists/1000
funny,https://music.yandex.ru/users/jukovds/playlists/1005
funny,https://music.yandex.ru/users/sstevensons/playlists/1002
funny,https://music.yandex.ru/users/rgulomov/playlists/1014
funny,https://music.yandex.ru/users/pe4enka353/playlists/1002
funny,https://music.yandex.ru/users/remdioss/playlists/1005
funny,https://music.yandex.ru/users/uid-uz2fwd5i/playlists/1005
funny,https://music.yandex.ru/users/schurafomina/playlists/1022
funny,https://music.yandex.ru/users/Ultron.Starkson/playlists/1018
funny,https://music.yandex.ru/users/marthabosworh/playlists/1043
funny,https://music.yandex.ru/users/lionalexandraB/playlists/1000
funny,https://music.yandex.ru/users/chelavek.chelavekov/playlists/1033
funny,https://music.yandex.ru/users/zayzaler777/playlists/1010
funny,https://music.yandex.ru/users/zapevalova00/playlists/1003
funny,https://music.yandex.ru/users/marina.mironova10/playlists/1003
nostalgic,https://music.yandex.ru/users/music.partners/playlists/1791
nostalgic,https://music.yandex.ru/users/medformel/playlists/1024
nostalgic,https://music.yandex.ru/users/uid-jq5uq6ek/playlists/1012
nostalgic,https://music.yandex.ru/users/neonnoon69/playlists/1026
nostalgic,https://music.yandex.ru/users/Kutepkami/playlists/1014
nostalgic,https://music.yandex.ru/users/katerinazhovnirenko/playlists/1002
nostalgic,https://music.yandex.ru/users/xudoyorbeck/playlists/1002
nostalgic,https://music.yandex.ru/users/bokonah/playlists/1015
nostalgic,https://music.yandex.ru/users/re-stage/playlists/1014
nostalgic,https://music.yandex.ru/users/vividr/playlists/1002
nostalgic,https://music.yandex.ru/users/richi.chirik/playlists/1005
nostalgic,https://music.yandex.ru/users/JustAli14/playlists/1004
nostalgic,https://music.yandex.ru/users/a-tarelina/playlists/1006
nostalgic,https://music.yandex.ru/users/uid-t3qndu34/playlists/1003
passionate,https://music.yandex.ru/users/lifehacker.ru/playlists/1065
passionate,https://music.yandex.ru/users/RockCult/playlists/1369
passionate,https://music.yandex.ru/users/TeraElf/playlists/1173
passionate,https://music.yandex.ru/users/SWORD00115/playlists/1011
passionate,https://music.yandex.ru/users/yardivi/playlists/1002
passionate,https://music.yandex.ru/users/mail@venefica.ru/playlists/1007
passionate,https://music.yandex.ru/users/vellisfox/playlists/1001
passionate,https://music.yandex.ru/users/july-fm/playlists/1062
passionate,https://music.yandex.ru/users/christine.bu/playlists/1020
passionate,https://music.yandex.ru/users/megaskrepka@qip.ru/playlists/2947
passionate,https://music.yandex.ru/users/givemeyourtime/playlists/1000
passionate,https://music.yandex.ru/users/yanazmachynskaya/playlists/1019
passionate,https://music.yandex.ru/users/VioletteRosier/playlists/1002
quite,https://music.yandex.ru/users/ya.playlist/playlists/1265
quite,https://music.yandex.ru/users/waspven/playlists/1037
quite,https://music.yandex.ru/users/music-israel/playlists/1089
quite,https://music.yandex.ru/users/ya.indietronica/playlists/1012
quite,https://music.yandex.ru/users/wandererbot/playlists/1006
quite,https://music.yandex.ru/users/anna.venidiktova/playlists/1020
quite,https://music.yandex.ru/users/valrogvalrog/playlists/1000
quite,https://music.yandex.ru/users/ScrappyCoco007/playlists/1000
quite,https://music.yandex.ru/users/sungulden/playlists/1009
quite,https://music.yandex.ru/users/iKeiti/playlists/1011
quite,https://music.yandex.ru/users/Mupria/playlists/1029
quite,https://music.yandex.ru/users/sonia.log/playlists/1006
quite,https://music.yandex.ru/users/developer29/playlists/1029
quite,https://music.yandex.ru/users/uid-3rhjb77q/playlists/1001
quite,https://music.yandex.ru/users/sergeitimofeev14/playlists/1001
quite,https://music.yandex.ru/users/chief.theremy/playlists/1010
relaxed,https://music.yandex.ru/users/music.partners/playlists/2083
relaxed,https://music.yandex.ru/users/ya.musicgenre/playlists/1074
relaxed,https://music.yandex.ru/users/khusainov.rs/playlists/1002
relaxed,https://music.yandex.ru/users/mafnis/playlists/1012
relaxed,https://music.yandex.ru/users/natalika.zagadka2011/playlists/1004
relaxed,https://music.yandex.ru/users/mr.vasilev2015/playlists/1002
relaxed,https://music.yandex.ru/users/olg.redkowa/playlists/1000
relaxed,https://music.yandex.ru/users/rusalka9999/playlists/1000
relaxed,https://music.yandex.ru/users/mos-pred/playlists/1033
relaxed,https://music.yandex.ru/users/KK30092005/playlists/1002
relaxed,https://music.yandex.ru/users/Themailformusic/playlists/1000
relaxed,https://music.yandex.ru/users/nvyatkin/playlists/1003
relaxed,https://music.yandex.ru/users/alexander.1stplay/playlists/1004
relaxed,https://music.yandex.ru/users/music-blog/playlists/2467
relaxed,https://music.yandex.ru/users/music-blog/playlists/1437
romantic,https://music.yandex.ru/users/music-blog/playlists/1534
romantic,https://music.yandex.ru/users/music-blog/playlists/1224
romantic,https://music.yandex.ru/users/universalmusicrussia/playlists/1004
romantic,https://music.yandex.ru/users/mackaz1/playlists/1005
romantic,https://music.yandex.ru/users/uid-zw2ohwtd/playlists/1004
romantic,https://music.yandex.ru/users/ErtyZeit/playlists/1004
romantic,https://music.yandex.ru/users/ramzz13/playlists/1000
romantic,https://music.yandex.ru/users/uid-vrlkxaqz/playlists/1004
romantic,https://music.yandex.ru/users/uid-z7xyn6rj/playlists/1004
romantic,https://music.yandex.ru/users/uid-v75ezpew/playlists/1000
romantic,https://music.yandex.ru/users/kurok-11.11.69/playlists/1005
romantic,https://music.yandex.ru/users/m.cherkas86/playlists/1044
romantic,https://music.yandex.ru/users/azaatrakhimov/playlists/1003
sadness,https://music.yandex.ru/users/music.partners/playlists/1773
sadness,https://music.yandex.ru/users/music-blog/playlists/1697
sadness,https://music.yandex.ru/users/music.partners/playlists/2157
sadness,https://music.yandex.ru/users/jackgreyjoy/playlists/1012
sadness,https://music.yandex.ru/users/alinazavralina/playlists/1004
sadness,https://music.yandex.ru/users/obelevtseva/playlists/1011
sadness,https://music.yandex.ru/users/amazonuch/playlists/1000
sadness,https://music.yandex.ru/users/Stas.Kotsik/playlists/1000
sadness,https://music.yandex.ru/users/nastasya.semenova.03/playlists/1004
sadness,https://music.yandex.ru/users/ALEX-TIMeON/playlists/1068
sadness,https://music.yandex.ru/users/Mary30042000/playlists/1000
sadness,https://music.yandex.ru/users/Aranues/playlists/1000
sadness,https://music.yandex.ru/users/kondranina1995/playlists/1000
sadness,https://music.yandex.ru/users/m1ghtag0r/playlists/1000
sadness,https://music.yandex.ru/users/catmaniche/playlists/1000
sadness,https://music.yandex.ru/users/anastasia.ostapenko.97/playlists/1004
sadness,https://music.yandex.ru/users/ikorka.kay/playlists/1000
sadness,https://music.yandex.ru/users/RachelAmber94/playlists/1000
sadness,https://music.yandex.ru/users/uid-fxjakh2c/playlists/1000
soulful,https://music.yandex.ru/users/music-blog/playlists/1544
soulful,https://music.yandex.ru/users/firstmusicpublishing/playlists/1023
soulful,https://music.yandex.ru/users/music-blog/playlists/1818
soulful,https://music.yandex.ru/users/music.partners/playlists/1883
soulful,https://music.yandex.ru/users/isvinogradov/playlists/1005
soulful,https://music.yandex.ru/users/wanrossen/playlists/1020
soulful,https://music.yandex.ru/users/uid-zdtzdk4f/playlists/1000
soulful,https://music.yandex.ru/users/nasstya00/playlists/1092
soulful,https://music.yandex.ru/users/eager.ear/playlists/1043
soulful,https://music.yandex.ru/users/dscreamed/playlists/1009
soulful,https://music.yandex.ru/users/Wickedwiseman/playlists/1005
soulful,https://music.yandex.ru/users/vladoskokos/playlists/1007
soulful,https://music.yandex.ru/users/uid-fpd3pww3/playlists/1018
soulful,https://music.yandex.ru/users/fredag/playlists/1004
soulful,https://music.yandex.ru/users/RX-78-2/playlists/1004
soulful,https://music.yandex.ru/users/Hrom505/playlists/1006
soulful,https://music.yandex.ru/users/ariuvan/playlists/1001
sweet,https://music.yandex.ru/users/music-blog/playlists/1703
sweet,https://music.yandex.ru/users/uid-3wak2aj5/playlists/1001
sweet,https://music.yandex.ru/users/Nastya08.1997/playlists/1005
sweet,https://music.yandex.ru/users/krasotki14/playlists/1000
sweet,https://music.yandex.ru/users/Rein.Lu/playlists/1001
sweet,https://music.yandex.ru/users/SwitchMode/playlists/1001
sweet,https://music.yandex.ru/users/brooklyn.eva/playlists/1000
sweet,https://music.yandex.ru/users/uid-j65j5w45/playlists/1000
sweet,https://music.yandex.ru/users/archgalina/playlists/1012
sweet,https://music.yandex.ru/users/vivien@viviien.eu/playlists/1001
sweet,https://music.yandex.ru/users/uid-y6y63s4w/playlists/1000
sweet,https://music.yandex.ru/users/phne-o5j5kkph/playlists/1000
serious,https://music.yandex.ru/users/townhouseworld/playlists/1005
serious,https://music.yandex.ru/users/rouben.arakelyan/playlists/1000
serious,https://music.yandex.ru/users/uid-pg5irfho/playlists/1017
serious,https://music.yandex.ru/users/arti5henko/playlists/1003
serious,https://music.yandex.ru/users/zgyamoney/playlists/1014
serious,https://music.yandex.ru/users/unrealsolver/playlists/1011
serious,https://music.yandex.ru/users/fuckingshils/playlists/1000
serious,https://music.yandex.ru/users/uid-7gpvv57t/playlists/1032
serious,https://music.yandex.ru/users/zgyamoney/playlists/1020
serious,https://music.yandex.ru/users/vadshel30/playlists/1011
serious,https://music.yandex.ru/users/ibraimovaelena/playlists/1098
serious,https://music.yandex.ru/users/max.slinko/playlists/1002
serious,https://music.yandex.ru/users/Ish1mura.sama/playlists/1000
serious,https://music.yandex.ru/users/c.kotw/playlists/1001
serious,https://music.yandex.ru/users/nellorain/playlists/1016
serious,https://music.yandex.ru/users/Pela2020/playlists/1002
serious,https://music.yandex.ru/users/aall-bbuu/playlists/1005
serious,https://music.yandex.ru/users/uid-5lud6l36/playlists/1003
anger,https://music.yandex.ru/users/karinchik228@tut.by/playlists/1007
anger,https://music.yandex.ru/users/diana92729/playlists/1000
anger,https://music.yandex.ru/users/amocras88/playlists/1069
anger,https://music.yandex.ru/users/anton.sapotsko/playlists/1000
anger,https://music.yandex.ru/users/anastasiya.tselesh/playlists/1027
anger,https://music.yandex.ru/users/anastaslis04KA/playlists/1003
anger,https://music.yandex.ru/users/cosnely/playlists/1001
anger,https://music.yandex.ru/users/rustemowa.f/playlists/1036
anger,https://music.yandex.ru/users/uid-rhdhitlg/playlists/1003
anger,https://music.yandex.ru/users/Nastasyasokolovaz/playlists/1001
anger,https://music.yandex.ru/users/gritskevichds.by/playlists/1012
anger,https://music.yandex.ru/users/kate123ya@gmail.com/playlists/1017
anger,https://music.yandex.ru/users/Slaanesh6969/playlists/1002
anger,https://music.yandex.ru/users/princessochka.businka/playlists/1045
anger,https://music.yandex.ru/users/mad-squirel/playlists/1104
anger,https://music.yandex.ru/users/agnia.kovacs/playlists/1002
anger,https://music.yandex.ru/users/kate.bosakova/playlists/1022
anger,https://music.yandex.ru/users/uid-bocx6gj7/playlists/1003
anger,https://music.yandex.ru/users/toshmax/playlists/1003
anger,https://music.yandex.ru/users/golikov.f/playlists/1022
anger,https://music.yandex.ru/users/uid-jfvd73xe/playlists/1003
anger,https://music.yandex.ru/users/Bertolicis/playlists/1000
wary,https://music.yandex.ru/users/woobboow/playlists/1023
wary,https://music.yandex.ru/users/s-ak94/playlists/1027
wary,https://music.yandex.ru/users/NissanSkyline711/playlists/1006
wary,https://music.yandex.ru/users/ya.arendada/playlists/2900
wary,https://music.yandex.ru/users/n.dubow2016/playlists/1007
wary,https://music.yandex.ru/users/a40bit/playlists/1002
wary,https://music.yandex.ru/users/vsemir99/playlists/1005
wary,https://music.yandex.ru/users/sokolova.cnastiac/playlists/1006
wary,https://music.yandex.ru/users/lukinka.19/playlists/1028
wary,https://music.yandex.ru/users/stepik.grozov/playlists/1004
wary,https://music.yandex.ru/users/Barderina/playlists/1003
wary,https://music.yandex.ru/users/anonsrach/playlists/1002
wary,https://music.yandex.ru/users/sm.sattar/playlists/1031
wary,https://music.yandex.ru/users/ValidolR/playlists/1006
wary,https://music.yandex.ru/users/pyroblazy/playlists/1010
wary,https://music.yandex.ru/users/ladoooshka/playlists/1000
wary,https://music.yandex.ru/users/uid-cvrzbqne/playlists/1022
surprise,https://music.yandex.ru/users/Utitskyh/playlists/1004
surprise,https://music.yandex.ru/users/agapitowa.lena2015/playlists/1233
surprise,https://music.yandex.ru/users/nikolayboraev/playlists/1001
surprise,https://music.yandex.ru/users/dmitry.belsky2017/playlists/1009
surprise,https://music.yandex.ru/users/uid-lopzsgtx/playlists/1003
surprise,https://music.yandex.ru/users/LegionNejit/playlists/1000
surprise,https://music.yandex.ru/users/vladheshuf/playlists/1037
surprise,https://music.yandex.ru/users/vitaly.5mirn0v/playlists/1003
surprise,https://music.yandex.ru/users/valentin.yam/playlists/1000
surprise,https://music.yandex.ru/users/albina.fathieva/playlists/1007
surprise,https://music.yandex.ru/users/kmv122/playlists/1009
surprise,https://music.yandex.ru/users/parlan1988/playlists/1005
fear,https://music.yandex.ru/users/waspven/playlists/1009
fear,https://music.yandex.ru/users/waspven/playlists/1034
fear,https://music.yandex.ru/users/music-blog/playlists/1077
fear,https://music.yandex.ru/users/yamusic-sound/playlists/1020
fear,https://music.yandex.ru/users/music-blog/playlists/2399
fear,https://music.yandex.ru/users/music.partners/playlists/1810
fear,https://music.yandex.ru/users/music.partners/playlists/1209
fear,https://music.yandex.ru/users/terentievz/playlists/1000
fear,https://music.yandex.ru/users/fatikhova15/playlists/1006
fear,https://music.yandex.ru/users/n.bleik/playlists/1022
fear,https://music.yandex.ru/users/komrad.alexander3/playlists/1003
fear,https://music.yandex.ru/users/sir.juffin/playlists/1011
fear,https://music.yandex.ru/users/litenko.mariya/playlists/1005
fear,https://music.yandex.ru/users/muza109/playlists/1012
fear,https://music.yandex.ru/users/dasha-pirat/playlists/1016
fear,https://music.yandex.ru/users/delaiz/playlists/1029
fear,https://music.yandex.ru/users/n.bleik/playlists/1018
fear,https://music.yandex.ru/users/vlad.nightsky/playlists/1024
fear,https://music.yandex.ru/users/googlgovn/playlists/1010
fear,https://music.yandex.ru/users/rostislav.shi/playlists/1046
fear,https://music.yandex.ru/users/zingibrow/playlists/1009
